#OTU ID	S13D7.MID110-110.P3.jan14_ncdenovo	P3D7.MID46-47.P1.apr13_ncdenovo	S13D7.MID95-95.P1.dec13_ncdenovo	S13D7.MID109-109.P1.jan14_ncdenovo	S13D7.MID101-101.P1.nov13_ncdenovo	S13D7.MID95-95.P1.dec13_otuclust	S13D7.MID101-101.P1.nov13_otuclust	P3D7.MID46-47.P1.apr13_otuclust	S13D7.MID109-109.P1.jan14_otuclust	S13D7.MID110-110.P3.jan14_otuclust	S13D7.MID110-110.P3.jan14_ncref	S13D7.MID95-95.P1.dec13_ncref	S13D7.MID109-109.P1.jan14_ncref	P3D7.MID46-47.P1.apr13_ncref	S13D7.MID101-101.P1.nov13_ncref	S13D7.MID110-110.P3.jan14	S13D7.MID109-109.P1.jan14	S13D7.MID101-101.P1.nov13	P3D7.MID46-47.P1.apr13	S13D7.MID95-95.P1.dec13
M01896:2:000000000-A69JN:1:1102:14788:20834	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:2:000000000-A69JN:1:2119:18090:20179	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	6	7	22	2	5
M01896:2:000000000-A69JN:1:2117:20539:14796	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:15:000000000-A7EN9:1:1102:4477:12790	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0
M01896:14:000000000-A7ERE:1:1115:11672:10665	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	1	0	0	0
M01896:15:000000000-A7EN9:1:1111:23307:7949	0	0	0	0	0	0	0	0	0	0	37	0	32	0	0	1	1	0	0	0
M01896:14:000000000-A7ERE:1:1116:11632:10716	0	0	0	0	0	0	0	0	0	0	5	2	2	0	0	14	12	5	0	5
M01896:14:000000000-A7ERE:1:2113:26298:11287	0	0	0	0	0	0	0	0	0	0	5	2	0	0	2	14	10	7	2	6
M01896:14:000000000-A7ERE:1:1110:12012:6968	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	1	0	0	3
M01896:15:000000000-A7EN9:1:2109:26040:12912	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	3	2	0	2	0
M01896:15:000000000-A7EN9:1:2115:3354:9520	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	2	0	2	2
M01896:14:000000000-A7ERE:1:2109:23395:8751	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	0	1
M01896:14:000000000-A7ERE:1:1117:11168:21643	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2104:11494:11652	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1108:7155:5739	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	1	0	0	0
M01896:14:000000000-A7ERE:1:2103:22099:5714	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	1
M01896:15:000000000-A7EN9:1:2101:12814:2676	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:2111:4873:19727	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	1	0	1
M01896:2:000000000-A69JN:1:1116:7998:11449	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	1	1	1
M01896:15:000000000-A7EN9:1:2118:21116:15970	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0
M01896:14:000000000-A7ERE:1:2113:20417:13164	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	1	0	0	1
M01896:15:000000000-A7EN9:1:2103:16055:4504	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	2
M01896:15:000000000-A7EN9:1:1111:18818:15010	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	2	0	0
M00595:54:000000000-A7CT0:1:1113:25463:9446	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:15:000000000-A7EN9:1:1113:14864:12457	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	14	10	5	3	5
M00595:54:000000000-A7CT0:1:1113:18266:8166	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1
M00595:54:000000000-A7CT0:1:1105:19565:6048	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1108:16759:11360	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	2
M00595:54:000000000-A7CT0:1:1119:13028:22137	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	2
M00595:54:000000000-A7CT0:1:2111:24620:12754	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1108:18878:17435	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1104:16050:20072	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1104:19607:20748	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2103:21669:10261	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2
M00595:54:000000000-A7CT0:1:2112:21872:17312	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1102:15199:12250	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2
M00595:54:000000000-A7CT0:1:1119:12038:17030	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3
M00595:54:000000000-A7CT0:1:1110:18139:10588	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2
M00595:54:000000000-A7CT0:1:1110:13851:21995	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2
M01896:15:000000000-A7EN9:1:1112:25021:7058	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0
M01896:14:000000000-A7ERE:1:1110:8634:19473	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0
M01896:14:000000000-A7ERE:1:2108:18314:18952	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1111:12436:11161	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
M01896:14:000000000-A7ERE:1:2114:7631:11053	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0
M01896:14:000000000-A7ERE:1:1107:7349:17874	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	4	3	0	1
M01896:15:000000000-A7EN9:1:1104:5142:17299	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2101:17411:12646	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2112:6757:20856	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1	0	0
M01896:15:000000000-A7EN9:1:1102:16525:20326	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	0	0	0
M01896:15:000000000-A7EN9:1:2103:27805:7187	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	1	0
M01896:14:000000000-A7ERE:1:2109:8315:6700	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	11	3	1	6
M01896:15:000000000-A7EN9:1:2118:21827:21754	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	0	2	0
M01896:14:000000000-A7ERE:1:2115:13803:13316	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2118:12108:18768	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2119:20927:15085	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1108:27371:15825	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2111:12932:17789	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	5	0	0	0
M01896:14:000000000-A7ERE:1:2112:10908:9543	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0
M01896:15:000000000-A7EN9:1:2106:19849:18095	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	1
M01896:14:000000000-A7ERE:1:1101:22772:2890	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0
M01896:2:000000000-A69JN:1:1101:23542:19641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2	0	1	0	0
M01896:2:000000000-A69JN:1:2102:19914:8427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	1	0	0
M01896:2:000000000-A69JN:1:2101:16250:16107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	1	0	1
M01896:2:000000000-A69JN:1:2101:24165:6695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	2	0	1
M01896:2:000000000-A69JN:1:2111:10618:22072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0
M01896:2:000000000-A69JN:1:1115:16563:1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	0	1
M01896:2:000000000-A69JN:1:2107:3408:19328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M01896:2:000000000-A69JN:1:2101:16746:20716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1102:15324:11918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2113:20876:3129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0
M01896:2:000000000-A69JN:1:2113:20793:19899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2118:19616:23617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4	0	1
M01896:2:000000000-A69JN:1:2105:24039:4465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1112:6732:3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:15:000000000-A7EN9:1:2107:6416:9529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	2	0	4
M01896:14:000000000-A7ERE:1:1101:20447:7762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
M01896:14:000000000-A7ERE:1:1101:23381:13838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
M00595:42:000000000-A5J1T:1:2106:9802:16782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	2	3	5
M01896:15:000000000-A7EN9:1:1113:24240:18975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	1	1	2
M01896:15:000000000-A7EN9:1:1105:22627:16707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	0
M01896:14:000000000-A7ERE:1:2107:15422:24450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	1	1
M01896:14:000000000-A7ERE:1:2109:12450:18349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	3	0
M01896:15:000000000-A7EN9:1:1111:6229:13450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	1
M01896:15:000000000-A7EN9:1:1113:16747:11315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0
M00595:54:000000000-A7CT0:1:2104:15010:12754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
M01896:2:000000000-A69JN:1:1113:16302:2599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0
M00595:54:000000000-A7CT0:1:1103:13776:7316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2
M01896:15:000000000-A7EN9:1:1105:5476:5331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	1
M01896:2:000000000-A69JN:1:1106:16614:21971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	1
M01896:14:000000000-A7ERE:1:1105:13257:10454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
M00595:54:000000000-A7CT0:1:2109:8082:11139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3
M01896:14:000000000-A7ERE:1:1105:24927:20363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1
M01896:15:000000000-A7EN9:1:1105:8418:17434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	1	0	0
M01896:15:000000000-A7EN9:1:2106:13061:22479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
M01896:14:000000000-A7ERE:1:1107:18445:24479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0
M01896:14:000000000-A7ERE:1:1106:9275:19983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1
M01896:14:000000000-A7ERE:1:2111:22072:11270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
M01896:14:000000000-A7ERE:1:1107:5544:14370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
M01896:14:000000000-A7ERE:1:2113:25782:6752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	1
M01896:14:000000000-A7ERE:1:1107:26190:14419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M00595:42:000000000-A5J1T:1:1110:8742:14909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	4
M00595:42:000000000-A5J1T:1:1110:11441:14399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	3	1	1
M01896:2:000000000-A69JN:1:1117:6440:19548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2
M01896:14:000000000-A7ERE:1:2104:20703:9839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	2
M01896:15:000000000-A7EN9:1:1114:25523:12409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1109:25872:16154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
M01896:2:000000000-A69JN:1:1101:6538:16829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	0	3
M01896:15:000000000-A7EN9:1:2111:6806:17217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	2
M01896:14:000000000-A7ERE:1:1105:22024:17709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	2
M00595:54:000000000-A7CT0:1:1119:23988:19484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
M01896:14:000000000-A7ERE:1:1112:16180:19137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1112:4588:20487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0	0
