#OTU ID	S13D7.MID110-110.P3.jan14_ncdenovo	P3D7.MID46-47.P1.apr13_ncdenovo	S13D7.MID95-95.P1.dec13_ncdenovo	S13D7.MID109-109.P1.jan14_ncdenovo	S13D7.MID101-101.P1.nov13_ncdenovo	S13D7.MID95-95.P1.dec13_otuclust	S13D7.MID101-101.P1.nov13_otuclust	P3D7.MID46-47.P1.apr13_otuclust	S13D7.MID109-109.P1.jan14_otuclust	S13D7.MID110-110.P3.jan14_otuclust	S13D7.MID110-110.P3.jan14_ncref	S13D7.MID95-95.P1.dec13_ncref	S13D7.MID109-109.P1.jan14_ncref	P3D7.MID46-47.P1.apr13_ncref	S13D7.MID101-101.P1.nov13_ncref	S13D7.MID110-110.P3.jan14	S13D7.MID109-109.P1.jan14	S13D7.MID101-101.P1.nov13	P3D7.MID46-47.P1.apr13	S13D7.MID95-95.P1.dec13
M01896:14:000000000-A7ERE:1:2106:23730:10395	38	8	47	210	74	0	0	0	0	0	38	47	210	8	74	38	211	74	8	48
M01896:14:000000000-A7ERE:1:1107:5396:11262	49	60	22	74	89	1	1	1	1	1	49	22	74	60	89	107	166	202	135	58
M01896:2:000000000-A69JN:1:2108:16360:10431	34	10	37	81	64	0	0	0	0	0	34	37	81	10	64	35	83	65	10	37
M01896:2:000000000-A69JN:1:2111:25147:10749	33	8	20	44	27	0	0	0	0	0	33	20	44	8	27	33	45	27	8	20
M01896:2:000000000-A69JN:1:1107:14655:24468	153	97	106	130	525	1	1	1	1	1	153	106	130	97	525	425	381	1234	244	287
M01896:14:000000000-A7ERE:1:1112:6257:4532	310	134	170	320	253	1	1	1	1	1	310	170	320	134	253	568	623	455	252	373
M01896:14:000000000-A7ERE:1:2117:2856:11558	253	92	68	296	621	1	1	1	1	1	253	68	296	92	621	468	570	1003	188	158
M00595:54:000000000-A7CT0:1:2114:17740:13612	28	7	24	49	19	0	0	0	0	0	28	24	49	7	19	29	52	20	7	26
M01896:15:000000000-A7EN9:1:1104:4826:10019	282	129	156	282	325	1	1	1	1	1	282	156	282	129	325	529	531	580	244	312
M00595:42:000000000-A5J1T:1:2119:4751:12624	311	111	164	318	474	1	1	1	1	1	311	164	318	111	474	712	770	950	240	418
M01896:2:000000000-A69JN:1:1118:25047:15188	160	64	77	164	247	1	1	1	1	1	160	77	164	64	247	360	381	522	116	168
M01896:2:000000000-A69JN:1:1102:12513:11511	33	9	29	77	37	0	0	0	0	0	33	29	77	9	37	47	90	38	10	37
M01896:2:000000000-A69JN:1:2103:24247:5752	59	75	44	64	67	1	1	1	1	1	59	44	64	75	67	201	208	199	182	128
M01896:14:000000000-A7ERE:1:1103:25376:6175	335	115	172	252	338	1	1	1	1	1	335	172	252	115	338	668	624	674	261	381
M01896:2:000000000-A69JN:1:1115:9896:16157	25	8	36	127	71	0	0	0	0	0	25	36	127	8	71	39	171	95	11	48
M00595:42:000000000-A5J1T:1:2109:4400:18210	187	53	112	183	344	1	1	1	1	1	187	112	183	53	344	399	374	633	134	220
M01896:15:000000000-A7EN9:1:1114:17837:15525	145	75	81	113	423	1	1	1	1	1	145	81	113	75	423	339	306	902	167	196
M01896:2:000000000-A69JN:1:1111:23673:3749	158	65	74	140	191	1	1	1	1	1	158	74	140	65	191	360	350	444	157	204
M01896:15:000000000-A7EN9:1:1111:13958:24300	351	107	157	240	503	1	1	1	1	1	351	157	240	107	503	638	527	1002	243	344
M01896:14:000000000-A7ERE:1:1117:16459:14814	24	5	26	108	34	0	0	0	0	0	24	26	108	5	34	27	117	36	5	27
M01896:2:000000000-A69JN:1:2112:15940:4616	40	18	15	38	123	1	1	1	1	1	40	15	38	18	123	132	122	271	50	51
M01896:2:000000000-A69JN:1:2111:4588:13797	20	2	21	45	41	0	0	0	0	0	20	21	45	2	41	32	70	60	7	24
M00595:42:000000000-A5J1T:1:1118:23443:12109	163	72	82	147	202	1	1	1	1	1	163	82	147	72	202	374	379	413	157	226
M00595:54:000000000-A7CT0:1:1111:28250:17264	13	7	15	31	34	0	0	0	0	0	13	15	31	7	34	13	32	35	7	16
M01896:15:000000000-A7EN9:1:1113:29073:16432	121	33	39	102	122	1	1	1	1	1	121	39	102	33	122	311	258	316	84	128
M00595:54:000000000-A7CT0:1:1105:12413:15187	193	76	86	161	244	1	1	1	1	1	193	86	161	76	244	517	451	572	238	227
M01896:2:000000000-A69JN:1:2117:9652:14153	37	14	40	110	96	0	0	0	0	0	37	40	110	14	96	41	117	104	15	40
M01896:2:000000000-A69JN:1:1117:17278:2546	11	10	14	12	40	1	1	1	1	1	11	14	12	10	40	33	41	75	21	32
M00595:42:000000000-A5J1T:1:2108:24071:12989	10	11	6	13	8	1	1	1	1	1	10	6	13	11	8	32	36	28	30	15
M01896:14:000000000-A7ERE:1:1105:13034:14024	148	83	83	139	178	1	1	1	1	1	148	83	139	83	178	359	360	368	182	217
M01896:2:000000000-A69JN:1:2113:20233:5335	283	137	173	173	381	1	1	1	1	1	283	173	173	137	381	528	441	731	273	376
M01896:15:000000000-A7EN9:1:2104:4379:6102	175	105	92	203	143	1	1	1	1	1	175	92	203	105	143	372	437	291	202	209
M01896:2:000000000-A69JN:1:1116:24996:17776	274	87	147	228	537	1	1	1	1	1	274	147	228	87	537	528	435	1114	201	310
M01896:2:000000000-A69JN:1:2109:23909:21855	188	105	98	112	165	1	1	1	1	1	188	98	112	105	165	431	310	407	208	204
M01896:2:000000000-A69JN:1:2103:20838:9440	10	7	12	22	108	0	0	0	0	0	10	12	22	7	108	12	34	123	7	20
	24	26	13	11	50	2	2	1	2	2	22	13	9	26	50	55	80	143	64	44
M00595:54:000000000-A7CT0:1:1114:14316:3012	119	68	87	99	159	1	1	1	1	1	119	87	99	68	159	300	222	322	144	194
M00595:42:000000000-A5J1T:1:2105:18474:13703	120	49	63	124	251	1	1	1	1	1	120	63	124	49	251	278	314	507	114	150
M00595:42:000000000-A5J1T:1:1110:21963:15039	19	22	27	14	332	1	1	1	0	1	19	27	14	22	332	44	23	350	70	38
M01896:2:000000000-A69JN:1:2108:10660:21238	98	49	41	102	144	1	1	1	1	1	98	41	102	49	144	272	290	350	136	142
M01896:2:000000000-A69JN:1:2115:24575:13627	158	70	128	211	302	1	1	1	1	1	158	128	211	70	302	307	486	543	137	259
M00595:54:000000000-A7CT0:1:2116:4037:9825	5	3	4	3	0	0	0	0	0	0	5	4	3	3	0	11	6	0	4	4
M01896:2:000000000-A69JN:1:1109:23487:14023	210	96	84	131	386	1	1	1	1	1	210	84	131	96	386	427	278	676	181	199
M00595:54:000000000-A7CT0:1:1118:19834:10213	4	0	4	4	0	0	0	0	0	0	4	4	4	0	0	14	13	0	2	7
M01896:15:000000000-A7EN9:1:2111:22111:9587	4	3	7	18	4	0	0	0	0	0	4	7	18	3	4	4	18	4	3	7
M00595:54:000000000-A7CT0:1:2103:21116:2958	240	25	74	168	269	1	1	1	1	1	240	74	168	25	269	437	320	479	54	146
M01896:14:000000000-A7ERE:1:1106:18179:11015	158	75	74	110	206	1	1	1	1	1	158	74	110	75	206	349	301	465	161	179
M01896:2:000000000-A69JN:1:2109:4217:19442	232	63	74	96	238	1	1	1	1	1	232	74	96	63	238	486	249	476	153	169
M00595:54:000000000-A7CT0:1:1119:25019:15779	295	78	142	402	408	1	1	1	1	1	295	142	402	78	408	631	856	816	167	339
M00595:42:000000000-A5J1T:1:2118:15286:19005	7	18	9	9	20	1	1	1	1	1	7	9	9	18	20	21	39	39	40	15
M01896:15:000000000-A7EN9:1:1116:21122:4582	48	22	69	143	91	0	0	0	0	0	48	69	143	22	91	55	151	93	22	72
M01896:14:000000000-A7ERE:1:1107:16089:13717	121	56	76	122	180	1	1	1	1	1	121	76	122	56	180	329	297	393	125	192
M01896:14:000000000-A7ERE:1:2116:10054:21292	7	11	30	52	108	0	0	0	0	0	7	30	52	11	108	28	97	156	14	45
M01896:15:000000000-A7EN9:1:2111:26166:10514	200	95	147	167	318	1	1	1	1	1	200	147	167	95	318	409	356	581	197	299
M01896:15:000000000-A7EN9:1:1114:8776:12832	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	2	4	0	2
M01896:14:000000000-A7ERE:1:2110:12975:10001	133	34	47	192	90	1	1	1	1	1	133	47	192	34	90	337	470	271	101	157
M01896:14:000000000-A7ERE:1:1107:3293:19318	110	41	94	271	102	0	0	0	0	0	110	94	271	41	102	129	288	108	44	110
M01896:14:000000000-A7ERE:1:1102:22907:17236	12	0	0	43	2	0	0	0	0	0	12	0	43	0	2	32	82	4	2	6
M01896:14:000000000-A7ERE:1:1107:25121:20449	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	1	1	2	3
M01896:2:000000000-A69JN:1:2112:9591:21878	11	0	2	20	5	0	0	0	0	0	11	2	20	0	5	18	40	8	0	4
M01896:2:000000000-A69JN:1:1112:12881:14229	75	19	62	172	122	0	0	0	0	0	75	62	172	19	122	75	172	126	19	63
M01896:2:000000000-A69JN:1:2103:10045:20219	3	0	0	0	11	0	0	0	0	0	3	0	0	0	11	5	2	13	0	1
M01896:2:000000000-A69JN:1:1118:13205:4346	48	5	41	117	29	0	0	0	0	0	48	41	117	5	29	48	118	29	5	42
M01896:14:000000000-A7ERE:1:2114:19290:14542	75	22	110	428	217	0	0	0	0	0	75	110	428	22	217	77	445	224	26	119
M01896:14:000000000-A7ERE:1:1114:14541:20968	65	27	56	132	65	0	0	0	0	0	65	56	132	27	65	65	134	65	27	57
M01896:2:000000000-A69JN:1:1104:6256:4469	66	24	65	201	176	0	0	0	0	0	66	65	201	24	176	66	202	180	24	65
M00595:54:000000000-A7CT0:1:1118:10357:17710	45	24	28	29	49	1	1	1	1	1	45	28	29	24	49	103	95	118	59	70
M01896:14:000000000-A7ERE:1:2117:13444:20401	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
M01896:14:000000000-A7ERE:1:1101:10088:20463	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M00595:54:000000000-A7CT0:1:1107:16692:11780	2	0	2	3	0	0	0	0	0	0	2	2	3	0	0	2	4	1	0	2
M01896:15:000000000-A7EN9:1:2101:8407:9465	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	1	0	0
M01896:14:000000000-A7ERE:1:2107:20255:22902	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0
M01896:14:000000000-A7ERE:1:1103:18898:3363	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1113:7803:3754	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0
M01896:15:000000000-A7EN9:1:1109:3741:9559	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2108:9144:22506	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2101:10597:9274	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	3	1	1	0
M01896:15:000000000-A7EN9:1:1101:12581:7146	2	0	0	4	0	0	0	0	0	0	2	0	4	0	0	8	9	1	1	0
M01896:14:000000000-A7ERE:1:2102:14765:9993	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0
M01896:14:000000000-A7ERE:1:1105:7570:2715	2	0	0	2	0	0	0	0	0	0	2	0	2	0	0	4	3	1	1	1
M01896:2:000000000-A69JN:1:2113:17135:12173	2	0	0	6	4	0	0	0	0	0	2	0	6	0	4	2	6	4	0	0
M01896:15:000000000-A7EN9:1:1113:12339:16180	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1
M01896:14:000000000-A7ERE:1:1112:3844:19709	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:2116:22999:9982	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	9	0	0
M01896:15:000000000-A7EN9:1:1101:15068:22713	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1112:6392:3634	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1112:12148:22512	12	8	42	72	59	0	0	0	0	0	12	42	72	8	59	113	308	214	44	173
M01896:15:000000000-A7EN9:1:1103:7878:24035	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2116:3302:18408	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0
M01896:15:000000000-A7EN9:1:2102:23009:20000	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2117:29231:13325	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	1
M01896:15:000000000-A7EN9:1:2104:27318:19799	2	0	0	2	0	0	0	0	0	0	2	0	2	0	0	4	4	0	1	7
M01896:14:000000000-A7ERE:1:2114:15732:14185	2	0	2	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	3
M01896:15:000000000-A7EN9:1:1107:13209:4162	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1111:3106:12971	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	6	6	2	4
M01896:15:000000000-A7EN9:1:2104:25628:12347	2	0	0	2	0	0	0	0	0	0	2	0	2	0	0	4	4	1	0	0
M01896:14:000000000-A7ERE:1:1114:21375:10906	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0
M01896:14:000000000-A7ERE:1:2107:13054:6559	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	2	1	0
M01896:14:000000000-A7ERE:1:2118:23415:7375	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0
M01896:14:000000000-A7ERE:1:1114:22320:11276	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0	0
M01896:15:000000000-A7EN9:1:2118:24846:13394	2	2	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	2	0
M01896:15:000000000-A7EN9:1:1102:10642:14946	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:2113:8072:17047	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0
M01896:14:000000000-A7ERE:1:1119:7087:12227	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	1	0	1
M00595:42:000000000-A5J1T:1:1104:4615:7097	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	0	2	0
M01896:15:000000000-A7EN9:1:2110:22868:18011	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0
M00595:54:000000000-A7CT0:1:2105:11837:11711	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	3	0	1	2
M01896:2:000000000-A69JN:1:2105:10572:22419	2	0	0	0	2	0	0	0	0	0	2	0	0	0	2	2	0	2	0	1
M01896:15:000000000-A7EN9:1:1115:9025:12811	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0
M01896:15:000000000-A7EN9:1:1109:17275:21979	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2101:17864:10189	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1109:12490:11900	2	4	11	11	63	0	0	0	1	0	2	11	11	4	63	14	31	79	20	29
M01896:14:000000000-A7ERE:1:2104:27431:16007	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M01896:15:000000000-A7EN9:1:1102:6799:9513	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	0	0
M01896:14:000000000-A7ERE:1:2106:6110:6309	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0
M01896:14:000000000-A7ERE:1:2115:4340:9060	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1105:21814:15502	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0
M01896:14:000000000-A7ERE:1:1114:9173:16315	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0
M01896:15:000000000-A7EN9:1:1109:22842:20770	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	1	0	0
M01896:2:000000000-A69JN:1:2119:17584:19810	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	8	6	3	1	8
M01896:2:000000000-A69JN:1:2102:19325:12020	2	0	2	2	2	0	0	0	0	0	2	2	2	0	2	2	2	3	0	2
M01896:2:000000000-A69JN:1:1102:4808:12999	2	0	0	0	2	0	0	0	0	0	2	0	0	0	2	2	0	3	0	1
M01896:14:000000000-A7ERE:1:1107:8289:16108	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
M01896:15:000000000-A7EN9:1:2115:9338:5558	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M00595:42:000000000-A5J1T:1:2112:7408:18230	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0
M00595:42:000000000-A5J1T:1:2102:8288:19048	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0
M01896:15:000000000-A7EN9:1:1114:24615:14175	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	0
M00595:42:000000000-A5J1T:1:2103:5730:18282	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	3	2
M00595:42:000000000-A5J1T:1:2116:18711:6185	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	2	0
M00595:42:000000000-A5J1T:1:1105:7545:14193	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:1111:17828:6904	0	0	13	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	1
M00595:54:000000000-A7CT0:1:2103:10916:8056	0	0	9	0	9	0	0	0	0	0	0	9	0	0	9	1	2	43	0	12
M00595:54:000000000-A7CT0:1:2111:8505:15885	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1103:17971:16930	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:2116:17491:18990	0	0	3	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:2104:21423:11944	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1109:22311:3862	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2109:14069:16264	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:42:000000000-A5J1T:1:1116:9075:12019	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	2	4
M00595:54:000000000-A7CT0:1:1112:15958:16427	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2106:13820:12773	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2106:15864:20570	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	1	3	0	3
M00595:54:000000000-A7CT0:1:2111:8239:4489	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1110:9059:14612	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	0	0	2	0	2
M00595:54:000000000-A7CT0:1:1108:8675:4447	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	3
M01896:2:000000000-A69JN:1:1112:26990:12490	0	0	6	3	22	0	0	0	0	0	0	6	3	0	22	20	27	61	4	18
M00595:54:000000000-A7CT0:1:1102:26627:13666	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2108:21601:18549	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2109:13944:13489	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2
M00595:54:000000000-A7CT0:1:1117:10209:13850	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1106:4220:11606	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1103:10727:19620	0	0	2	0	5	0	0	0	0	0	0	2	0	0	5	0	0	8	1	2
M00595:54:000000000-A7CT0:1:2113:20295:13964	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2117:16018:12236	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2114:18057:16154	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1101:23193:11989	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	2
M00595:54:000000000-A7CT0:1:2111:13555:10262	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2
M00595:54:000000000-A7CT0:1:2111:23698:16664	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2102:7756:16337	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2
M00595:54:000000000-A7CT0:1:1111:27350:13280	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1109:26238:19203	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1104:18894:9578	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1111:12411:17307	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1104:7414:14830	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	5	5	2	0	2
M00595:54:000000000-A7CT0:1:2107:12793:15242	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1101:16917:8799	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1105:13457:13118	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	3
M00595:54:000000000-A7CT0:1:2113:22900:11883	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:42:000000000-A5J1T:1:2107:11850:20215	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:1111:6036:18993	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1101:23070:13151	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2117:15608:6529	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2116:8469:12215	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	4
M00595:54:000000000-A7CT0:1:1110:20399:8965	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2
M00595:54:000000000-A7CT0:1:2105:8497:20961	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1110:15027:9412	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:14:000000000-A7ERE:1:2108:25310:5189	0	0	0	13	0	0	0	0	0	0	0	0	13	0	0	1	20	1	0	1
M01896:2:000000000-A69JN:1:2118:16196:14868	0	0	0	4	2	0	0	0	0	0	0	0	4	0	2	3	20	18	0	8
M01896:2:000000000-A69JN:1:2110:28406:17055	0	0	0	8	12	0	1	0	1	0	0	0	8	0	12	4	25	26	9	2
M01896:14:000000000-A7ERE:1:2106:2384:9666	0	0	0	5	2	0	0	0	0	0	0	0	5	0	2	1	5	2	0	0
M01896:14:000000000-A7ERE:1:1113:20954:13460	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	3	15	2	3	5
M01896:2:000000000-A69JN:1:2104:19408:14382	0	0	0	3	2	0	0	0	0	0	0	0	3	0	2	0	3	2	0	1
M01896:14:000000000-A7ERE:1:1109:10046:24264	0	0	0	3	0	0	0	0	1	0	0	0	3	0	0	0	5	0	0	0
M01896:2:000000000-A69JN:1:1108:16387:9914	0	0	0	3	2	0	0	0	0	0	0	0	3	0	2	0	3	2	0	0
M01896:14:000000000-A7ERE:1:1111:15897:11385	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
M01896:2:000000000-A69JN:1:1106:23466:1914	0	0	0	2	2	0	0	0	0	0	0	0	2	0	2	2	8	6	2	8
