#OTU ID	S13D7.MID110-110.P3.jan14_ncdenovo	P3D7.MID46-47.P1.apr13_ncdenovo	S13D7.MID95-95.P1.dec13_ncdenovo	S13D7.MID109-109.P1.jan14_ncdenovo	S13D7.MID101-101.P1.nov13_ncdenovo	S13D7.MID95-95.P1.dec13_otuclust	S13D7.MID101-101.P1.nov13_otuclust	P3D7.MID46-47.P1.apr13_otuclust	S13D7.MID109-109.P1.jan14_otuclust	S13D7.MID110-110.P3.jan14_otuclust	S13D7.MID110-110.P3.jan14_ncref	S13D7.MID95-95.P1.dec13_ncref	S13D7.MID109-109.P1.jan14_ncref	P3D7.MID46-47.P1.apr13_ncref	S13D7.MID101-101.P1.nov13_ncref	S13D7.MID110-110.P3.jan14	S13D7.MID109-109.P1.jan14	S13D7.MID101-101.P1.nov13	P3D7.MID46-47.P1.apr13	S13D7.MID95-95.P1.dec13
M01896:2:000000000-A69JN:1:1118:25611:17371	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	28	7	244	4	1
M01896:2:000000000-A69JN:1:1102:20206:14491	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
M01896:2:000000000-A69JN:1:2102:13048:19235	0	0	0	0	13	0	1	0	0	0	0	0	0	0	18	2	4	92	0	20
M01896:2:000000000-A69JN:1:1114:22284:19310	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0
M00595:54:000000000-A7CT0:1:1110:17841:14378	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	1	9	0	4
M01896:14:000000000-A7ERE:1:2118:22972:13312	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	4	1	2	1	0
M01896:2:000000000-A69JN:1:2105:16065:18307	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	2	5	1	1
M01896:14:000000000-A7ERE:1:2104:12380:6476	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	1	3	233	0	0
M01896:14:000000000-A7ERE:1:2103:13116:22552	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0
M01896:2:000000000-A69JN:1:2105:25239:7436	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	4	0	2	0	0
M01896:2:000000000-A69JN:1:1102:14788:20834	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:2:000000000-A69JN:1:2119:18090:20179	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	9	12	23	2	6
M01896:2:000000000-A69JN:1:2117:20539:14796	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:15:000000000-A7EN9:1:1102:4477:12790	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	1	0	0
M01896:14:000000000-A7ERE:1:1115:11672:10665	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	1	0	0	0
M01896:15:000000000-A7EN9:1:1111:23307:7949	0	0	0	0	0	0	0	0	0	0	37	0	32	0	47	2	2	2	0	0
M01896:2:000000000-A69JN:1:2113:25785:16577	0	0	0	0	0	0	0	0	0	0	5	2	0	0	2	12	10	7	2	5
M01896:14:000000000-A7ERE:1:1117:11168:21643	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0
M01896:15:000000000-A7EN9:1:1108:7155:5739	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	2	1	0	0
M01896:15:000000000-A7EN9:1:2101:12814:2676	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	0
M01896:15:000000000-A7EN9:1:2118:21116:15970	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	1
M01896:15:000000000-A7EN9:1:1111:18818:15010	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	1	3	1	0
M00595:54:000000000-A7CT0:1:1113:25463:9446	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	3
M00595:54:000000000-A7CT0:1:1113:18266:8166	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1
M00595:54:000000000-A7CT0:1:1105:19565:6048	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1119:13028:22137	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	2
M00595:54:000000000-A7CT0:1:2111:24620:12754	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3
M00595:54:000000000-A7CT0:1:1108:18878:17435	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2
M00595:54:000000000-A7CT0:1:1104:16050:20072	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
M01896:15:000000000-A7EN9:1:1104:6974:8106	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	18	14	6	3	4
M00595:54:000000000-A7CT0:1:2103:21669:10261	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2
M00595:54:000000000-A7CT0:1:2112:21872:17312	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	3
M01896:2:000000000-A69JN:1:2101:24165:6695	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	7	1	2	1	3
M00595:54:000000000-A7CT0:1:1110:13851:21995	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	2
M00595:54:000000000-A7CT0:1:1110:18139:10588	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2
M01896:15:000000000-A7EN9:1:1112:25021:7058	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	3
M01896:14:000000000-A7ERE:1:1110:8634:19473	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2108:18314:18952	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	2
M01896:14:000000000-A7ERE:1:2114:7631:11053	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0
M01896:14:000000000-A7ERE:1:1107:7349:17874	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	4	3	1	1
M01896:14:000000000-A7ERE:1:2101:17411:12646	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1104:5142:17299	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	1	0
M01896:14:000000000-A7ERE:1:2112:6757:20856	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2	0	0
M01896:15:000000000-A7EN9:1:1102:16525:20326	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	4	0	0	1
M01896:15:000000000-A7EN9:1:2103:27805:7187	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	0	1	0
M01896:15:000000000-A7EN9:1:2118:21827:21754	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	3	0	2	0
M01896:14:000000000-A7ERE:1:2118:12108:18768	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2119:20927:15085	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1108:27371:15825	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2111:12932:17789	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	5	0	0	0
M01896:14:000000000-A7ERE:1:2112:10908:9543	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	1
M01896:15:000000000-A7EN9:1:2106:19849:18095	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	1
M01896:2:000000000-A69JN:1:2102:19914:8427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	1	0	1	0	0
M01896:2:000000000-A69JN:1:2101:16250:16107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	1	1	0	1
M01896:2:000000000-A69JN:1:2111:10618:22072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	0	1
M01896:2:000000000-A69JN:1:1115:16563:1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	0	1
M01896:2:000000000-A69JN:1:2107:3408:19328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M01896:2:000000000-A69JN:1:2101:16746:20716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1102:15324:11918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2118:19616:23617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	4	1	2
M01896:2:000000000-A69JN:1:1112:6732:3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	0	1
M01896:15:000000000-A7EN9:1:2107:6416:9529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	2	0	4
M01896:14:000000000-A7ERE:1:1101:20447:7762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	2
M01896:14:000000000-A7ERE:1:1101:23381:13838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0
M01896:15:000000000-A7EN9:1:1113:24240:18975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	2	1	2
M01896:15:000000000-A7EN9:1:1105:22627:16707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	0	1
M01896:14:000000000-A7ERE:1:2107:15422:24450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	2	2	2
M01896:14:000000000-A7ERE:1:2109:12450:18349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	3	0
M00595:54:000000000-A7CT0:1:2104:15010:12754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
M01896:2:000000000-A69JN:1:1113:16302:2599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	4	1	5
M00595:54:000000000-A7CT0:1:1103:13776:7316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2
M01896:15:000000000-A7EN9:1:1105:5476:5331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	1
M01896:2:000000000-A69JN:1:1106:16614:21971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	2	0	4
M01896:14:000000000-A7ERE:1:1105:13257:10454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	2
M01896:15:000000000-A7EN9:1:1105:8418:17434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	1	0	0
M01896:15:000000000-A7EN9:1:2106:13061:22479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
M01896:14:000000000-A7ERE:1:1107:5544:14370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
M01896:14:000000000-A7ERE:1:1107:26190:14419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M00595:42:000000000-A5J1T:1:1110:8742:14909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	4
M01896:2:000000000-A69JN:1:2112:24903:5782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	0
M01896:2:000000000-A69JN:1:1117:6440:19548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	1	4
M01896:14:000000000-A7ERE:1:2104:20703:9839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	2
M01896:14:000000000-A7ERE:1:1109:25872:16154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	1
M01896:14:000000000-A7ERE:1:2116:4871:6430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	1	1
M01896:2:000000000-A69JN:1:1101:6538:16829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	1	0	5
M01896:15:000000000-A7EN9:1:2111:6806:17217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	2
M01896:2:000000000-A69JN:1:1109:20970:15002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0
M01896:14:000000000-A7ERE:1:1105:22024:17709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	2
M00595:54:000000000-A7CT0:1:1119:23988:19484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2
M01896:14:000000000-A7ERE:1:1112:16180:19137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1112:4588:20487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	2	0	0
M01896:15:000000000-A7EN9:1:1111:16434:5118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	1	1	3
M00595:54:000000000-A7CT0:1:2118:4013:11663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	64	0	3
M00595:54:000000000-A7CT0:1:1102:15636:10888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2
M01896:14:000000000-A7ERE:1:2112:13346:17914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2
M01896:15:000000000-A7EN9:1:2106:22877:20755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
M01896:2:000000000-A69JN:1:1118:26999:8438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1
M01896:14:000000000-A7ERE:1:1114:22594:14252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
M01896:15:000000000-A7EN9:1:1105:17974:19002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	2
M01896:14:000000000-A7ERE:1:1115:7691:18639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M00595:42:000000000-A5J1T:1:1117:18123:18586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
M01896:2:000000000-A69JN:1:1113:22374:14632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	1	0
M01896:14:000000000-A7ERE:1:1119:12270:12911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	2
M01896:14:000000000-A7ERE:1:1117:8696:16110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1
M01896:14:000000000-A7ERE:1:2101:6358:11231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2114:14217:16812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	0	1
M00595:54:000000000-A7CT0:1:2116:5044:10918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2
M01896:15:000000000-A7EN9:1:1109:20281:12390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2
M01896:15:000000000-A7EN9:1:1112:16148:23082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M01896:15:000000000-A7EN9:1:2102:21091:17779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
M01896:15:000000000-A7EN9:1:2110:11219:14342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	1	1
M01896:2:000000000-A69JN:1:2118:10010:24329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0
M00595:54:000000000-A7CT0:1:1106:10719:19272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
M01896:15:000000000-A7EN9:1:1115:16775:19143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	2
M01896:15:000000000-A7EN9:1:1113:6832:21923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	1	0
M01896:14:000000000-A7ERE:1:1103:28432:14593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	1
M01896:14:000000000-A7ERE:1:1110:17190:17174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1
M01896:14:000000000-A7ERE:1:2104:10318:19428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
M01896:2:000000000-A69JN:1:2101:25555:9774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1
M01896:2:000000000-A69JN:1:2113:10540:9518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M01896:14:000000000-A7ERE:1:1103:5309:5322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	1	0	2
M00595:54:000000000-A7CT0:1:1119:14254:14897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2
M01896:14:000000000-A7ERE:1:2113:2725:12712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1
M01896:14:000000000-A7ERE:1:2113:14518:13324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
M01896:14:000000000-A7ERE:1:2115:14927:5189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
M01896:14:000000000-A7ERE:1:2114:18862:24749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:2116:25155:14256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
M01896:15:000000000-A7EN9:1:2107:5890:8306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1
